"id","sp","site","ind","warm","photo","chill","lday","bday","risk"
"FRANIG01_HF_04","FRANIG","HF","FRANIG01_HF",15,12,0,48,34,14
"FRANIG01_SH_01","FRANIG","SH","FRANIG01_SH",15,12,0,54,40,14
"FRANIG01_SH_02","FRANIG","SH","FRANIG01_SH",20,12,0,29,26,3
"FRANIG01_SH_03","FRANIG","SH","FRANIG01_SH",20,8,0,40,34,6
"FRANIG01_SH_04","FRANIG","SH","FRANIG01_SH",15,8,0,68,39,29
"FRANIG02_SH_01","FRANIG","SH","FRANIG02_SH",15,8,0,68,42,26
"FRANIG02_SH_02","FRANIG","SH","FRANIG02_SH",20,8,0,40,34,6
"FRANIG02_SH_03","FRANIG","SH","FRANIG02_SH",15,12,0,48,34,14
"FRANIG02_SH_04","FRANIG","SH","FRANIG02_SH",20,12,0,33,26,7
"FRANIG03_HF_01","FRANIG","HF","FRANIG03_HF",20,8,0,56,40,16
"FRANIG03_HF_02","FRANIG","HF","FRANIG03_HF",15,8,0,82,47,35
"FRANIG03_HF_03","FRANIG","HF","FRANIG03_HF",20,12,0,53,39,14
"FRANIG03_HF_04","FRANIG","HF","FRANIG03_HF",15,12,0,61,40,21
"FRANIG04_HF_01","FRANIG","HF","FRANIG04_HF",15,12,0,61,54,7
"FRANIG04_HF_02","FRANIG","HF","FRANIG04_HF",20,12,0,39,33,6
"FRANIG04_HF_03","FRANIG","HF","FRANIG04_HF",20,8,0,43,34,9
"FRANIG04_HF_04","FRANIG","HF","FRANIG04_HF",15,8,0,75,53,22
"FRANIG05_SH_02","FRANIG","SH","FRANIG05_SH",20,8,0,40,34,6
"FRANIG05_SH_04","FRANIG","SH","FRANIG05_SH",20,12,0,39,33,6
"FRANIG06_HF_01","FRANIG","HF","FRANIG06_HF",20,12,0,33,29,4
"FRANIG06_HF_02","FRANIG","HF","FRANIG06_HF",15,12,0,48,34,14
"FRANIG06_HF_03","FRANIG","HF","FRANIG06_HF",20,8,0,40,34,6
"FRANIG06_HF_04","FRANIG","HF","FRANIG06_HF",15,8,0,68,47,21
"FRANIG06_SH_01","FRANIG","SH","FRANIG06_SH",20,12,0,29,26,3
"FRANIG06_SH_02","FRANIG","SH","FRANIG06_SH",20,8,0,29,26,3
"FRANIG06_SH_03","FRANIG","SH","FRANIG06_SH",15,12,0,40,34,6
"FRANIG06_SH_04","FRANIG","SH","FRANIG06_SH",15,8,0,68,39,29
"FRANIG08_HF_01","FRANIG","HF","FRANIG08_HF",15,8,0,68,39,29
"FRANIG08_HF_02","FRANIG","HF","FRANIG08_HF",20,12,0,39,33,6
"FRANIG08_HF_03","FRANIG","HF","FRANIG08_HF",15,12,0,54,34,20
"FRANIG08_HF_04","FRANIG","HF","FRANIG08_HF",20,8,0,40,34,6
"FRANIG08_SH_02","FRANIG","SH","FRANIG08_SH",20,8,0,56,34,22
"FRANIG08_SH_04","FRANIG","SH","FRANIG08_SH",15,12,0,54,40,14
"FRANIG09_SH_01","FRANIG","SH","FRANIG09_SH",20,12,0,39,33,6
"FRANIG09_SH_02","FRANIG","SH","FRANIG09_SH",15,12,0,48,40,8
"FRANIG09_SH_03","FRANIG","SH","FRANIG09_SH",15,8,0,68,47,21
"FRANIG09_SH_04","FRANIG","SH","FRANIG09_SH",20,8,0,40,34,6
"HAMVIR07_HF_01","HAMVIR","HF","HAMVIR07_HF",15,12,0,54,43,11
"HAMVIR08_HF_04","HAMVIR","HF","HAMVIR08_HF",15,8,0,68,47,21
"HAMVIR09_HF_02","HAMVIR","HF","HAMVIR09_HF",20,12,0,42,39,3
"HAMVIR09_HF_03","HAMVIR","HF","HAMVIR09_HF",15,12,0,61,54,7
"HAMVIR10_HF_01","HAMVIR","HF","HAMVIR10_HF",15,12,0,43,40,3
"HAMVIR10_HF_02","HAMVIR","HF","HAMVIR10_HF",15,8,0,68,53,15
"HAMVIR10_HF_03","HAMVIR","HF","HAMVIR10_HF",20,8,0,40,34,6
"HAMVIR10_HF_04","HAMVIR","HF","HAMVIR10_HF",20,12,0,33,29,4
"HAMVIR11_HF_03","HAMVIR","HF","HAMVIR11_HF",20,8,0,34,29,5
"HAMVIR11_HF_04","HAMVIR","HF","HAMVIR11_HF",15,12,0,40,34,6
"HAMVIR12_HF_01","HAMVIR","HF","HAMVIR12_HF",15,12,0,48,43,5
"HAMVIR12_HF_04","HAMVIR","HF","HAMVIR12_HF",20,8,0,43,40,3
"ILEMUC01_SH_01","ILEMUC","SH","ILEMUC01_SH",15,12,0,40,29,11
"ILEMUC01_SH_02","ILEMUC","SH","ILEMUC01_SH",20,12,0,18,13,5
"ILEMUC01_SH_04","ILEMUC","SH","ILEMUC01_SH",15,12,1,13,8,5
"ILEMUC01_SH_06","ILEMUC","SH","ILEMUC01_SH",15,8,2,30,13,17
"ILEMUC01_SH_08","ILEMUC","SH","ILEMUC01_SH",15,8,1,44,15,29
"ILEMUC01_SH_09","ILEMUC","SH","ILEMUC01_SH",15,8,0,39,13,26
"ILEMUC01_SH_10","ILEMUC","SH","ILEMUC01_SH",20,8,0,26,18,8
"ILEMUC01_SH_11","ILEMUC","SH","ILEMUC01_SH",20,12,2,27,14,13
"ILEMUC03_HF_01","ILEMUC","HF","ILEMUC03_HF",15,8,0,33,13,20
"ILEMUC03_HF_02","ILEMUC","HF","ILEMUC03_HF",15,8,1,30,15,15
"ILEMUC03_HF_03","ILEMUC","HF","ILEMUC03_HF",20,12,1,13,8,5
"ILEMUC03_HF_05","ILEMUC","HF","ILEMUC03_HF",15,12,0,29,20,9
"ILEMUC03_HF_06","ILEMUC","HF","ILEMUC03_HF",15,8,2,30,13,17
"ILEMUC03_HF_07","ILEMUC","HF","ILEMUC03_HF",15,12,2,23,13,10
"ILEMUC03_HF_08","ILEMUC","HF","ILEMUC03_HF",20,12,2,27,14,13
"ILEMUC03_HF_09","ILEMUC","HF","ILEMUC03_HF",20,8,2,24,13,11
"ILEMUC03_HF_10","ILEMUC","HF","ILEMUC03_HF",20,8,0,18,12,6
"ILEMUC03_HF_11","ILEMUC","HF","ILEMUC03_HF",15,12,1,17,8,9
"ILEMUC03_SH_01","ILEMUC","SH","ILEMUC03_SH",15,8,1,44,23,21
"ILEMUC03_SH_02","ILEMUC","SH","ILEMUC03_SH",15,12,0,29,20,9
"ILEMUC03_SH_03","ILEMUC","SH","ILEMUC03_SH",20,12,0,26,13,13
"ILEMUC03_SH_06","ILEMUC","SH","ILEMUC03_SH",20,12,1,13,8,5
"ILEMUC03_SH_07","ILEMUC","SH","ILEMUC03_SH",15,12,1,30,17,13
"ILEMUC03_SH_08","ILEMUC","SH","ILEMUC03_SH",15,8,0,39,33,6
"ILEMUC03_SH_09","ILEMUC","SH","ILEMUC03_SH",15,8,2,30,17,13
"ILEMUC03_SH_10","ILEMUC","SH","ILEMUC03_SH",15,12,2,23,13,10
"ILEMUC03_SH_11","ILEMUC","SH","ILEMUC03_SH",20,8,0,27,18,9
"ILEMUC04_HF_01","ILEMUC","HF","ILEMUC04_HF",15,8,0,39,21,18
"ILEMUC04_HF_02","ILEMUC","HF","ILEMUC04_HF",15,12,1,13,8,5
"ILEMUC04_HF_04","ILEMUC","HF","ILEMUC04_HF",15,8,2,30,13,17
"ILEMUC04_HF_05","ILEMUC","HF","ILEMUC04_HF",20,8,0,18,12,6
"ILEMUC04_HF_06","ILEMUC","HF","ILEMUC04_HF",15,12,0,20,12,8
"ILEMUC04_HF_08","ILEMUC","HF","ILEMUC04_HF",15,8,1,30,9,21
"ILEMUC04_HF_11","ILEMUC","HF","ILEMUC04_HF",20,12,1,13,8,5
"ILEMUC04_SH_01","ILEMUC","SH","ILEMUC04_SH",15,8,0,39,21,18
"ILEMUC04_SH_03","ILEMUC","SH","ILEMUC04_SH",20,12,1,13,8,5
"ILEMUC04_SH_04","ILEMUC","SH","ILEMUC04_SH",15,12,2,23,13,10
"ILEMUC04_SH_05","ILEMUC","SH","ILEMUC04_SH",15,8,1,30,15,15
"ILEMUC04_SH_06","ILEMUC","SH","ILEMUC04_SH",20,8,0,26,18,8
"ILEMUC04_SH_07","ILEMUC","SH","ILEMUC04_SH",20,8,2,24,13,11
"ILEMUC04_SH_08","ILEMUC","SH","ILEMUC04_SH",15,12,0,32,12,20
"ILEMUC04_SH_09","ILEMUC","SH","ILEMUC04_SH",15,12,1,13,8,5
"ILEMUC04_SH_11","ILEMUC","SH","ILEMUC04_SH",15,8,2,30,13,17
"ILEMUC05_HF_01","ILEMUC","HF","ILEMUC05_HF",20,12,1,13,8,5
"ILEMUC05_HF_02","ILEMUC","HF","ILEMUC05_HF",15,12,2,30,13,17
"ILEMUC05_HF_03","ILEMUC","HF","ILEMUC05_HF",15,8,2,30,13,17
"ILEMUC05_HF_04","ILEMUC","HF","ILEMUC05_HF",15,8,1,30,9,21
"ILEMUC05_HF_07","ILEMUC","HF","ILEMUC05_HF",20,12,2,27,14,13
"ILEMUC05_HF_09","ILEMUC","HF","ILEMUC05_HF",15,8,0,33,13,20
"ILEMUC05_HF_10","ILEMUC","HF","ILEMUC05_HF",15,12,0,32,20,12
"ILEMUC05_HF_11","ILEMUC","HF","ILEMUC05_HF",20,8,2,24,13,11
"ILEMUC05_HF_12","ILEMUC","HF","ILEMUC05_HF",15,12,1,22,8,14
"ILEMUC05_SH_01","ILEMUC","SH","ILEMUC05_SH",20,8,0,27,18,9
"ILEMUC05_SH_03","ILEMUC","SH","ILEMUC05_SH",15,8,0,39,13,26
"ILEMUC05_SH_04","ILEMUC","SH","ILEMUC05_SH",15,12,1,22,13,9
"ILEMUC05_SH_05","ILEMUC","SH","ILEMUC05_SH",15,12,0,34,20,14
"ILEMUC05_SH_08","ILEMUC","SH","ILEMUC05_SH",15,8,1,30,15,15
"ILEMUC05_SH_09","ILEMUC","SH","ILEMUC05_SH",15,12,2,23,13,10
"ILEMUC05_SH_10","ILEMUC","SH","ILEMUC05_SH",20,12,0,18,13,5
"ILEMUC05_SH_11","ILEMUC","SH","ILEMUC05_SH",20,12,1,13,8,5
"ILEMUC05_SH_12","ILEMUC","SH","ILEMUC05_SH",15,8,2,30,13,17
"ILEMUC06_HF_02","ILEMUC","HF","ILEMUC06_HF",20,8,0,34,26,8
"ILEMUC06_HF_03","ILEMUC","HF","ILEMUC06_HF",15,12,1,37,17,20
"ILEMUC06_HF_04","ILEMUC","HF","ILEMUC06_HF",15,8,2,44,30,14
"ILEMUC06_HF_05","ILEMUC","HF","ILEMUC06_HF",20,12,0,26,18,8
"ILEMUC06_HF_06","ILEMUC","HF","ILEMUC06_HF",15,8,1,44,23,21
"ILEMUC06_HF_07","ILEMUC","HF","ILEMUC06_HF",15,12,0,43,34,9
"ILEMUC06_HF_08","ILEMUC","HF","ILEMUC06_HF",20,12,2,27,14,13
"ILEMUC06_HF_09","ILEMUC","HF","ILEMUC06_HF",15,12,2,37,23,14
"ILEMUC06_HF_12","ILEMUC","HF","ILEMUC06_HF",15,8,0,68,33,35
"ILEMUC06_SH_01","ILEMUC","SH","ILEMUC06_SH",15,12,1,22,13,9
"ILEMUC06_SH_03","ILEMUC","SH","ILEMUC06_SH",15,8,1,30,15,15
"ILEMUC06_SH_04","ILEMUC","SH","ILEMUC06_SH",15,12,2,23,13,10
"ILEMUC06_SH_06","ILEMUC","SH","ILEMUC06_SH",20,8,0,27,12,15
"ILEMUC06_SH_07","ILEMUC","SH","ILEMUC06_SH",15,12,0,32,20,12
"ILEMUC06_SH_08","ILEMUC","SH","ILEMUC06_SH",20,12,1,13,8,5
"ILEMUC06_SH_11","ILEMUC","SH","ILEMUC06_SH",15,8,0,33,21,12
"ILEMUC06_SH_12","ILEMUC","SH","ILEMUC06_SH",15,8,2,30,13,17
"ILEMUC07_HF_01","ILEMUC","HF","ILEMUC07_HF",20,12,0,18,13,5
"ILEMUC07_HF_02","ILEMUC","HF","ILEMUC07_HF",15,8,0,39,13,26
"ILEMUC07_HF_03","ILEMUC","HF","ILEMUC07_HF",20,8,2,24,13,11
"ILEMUC07_HF_04","ILEMUC","HF","ILEMUC07_HF",15,8,2,30,17,13
"ILEMUC07_HF_05","ILEMUC","HF","ILEMUC07_HF",20,8,0,27,12,15
"ILEMUC07_HF_06","ILEMUC","HF","ILEMUC07_HF",15,8,1,30,9,21
"ILEMUC07_HF_08","ILEMUC","HF","ILEMUC07_HF",15,12,1,22,8,14
"ILEMUC07_HF_10","ILEMUC","HF","ILEMUC07_HF",15,12,0,29,20,9
"ILEMUC07_HF_11","ILEMUC","HF","ILEMUC07_HF",20,12,1,13,8,5
