"id","species","site","lday","bday","chilling","warm","photo","treatcode","risk"
"ACESAC10_HF_04","ACESAC","HF",NA,NA,2,15,8,"CS2",NA
"ACESAC10_HF_05","ACESAC","HF",42,39,0,20,12,"WL0",3
"ACESAC10_HF_06","ACESAC","HF",NA,NA,2,20,8,"WS2",NA
"ACESAC10_HF_07","ACESAC","HF",NA,NA,1,20,12,"WL1",NA
"ACESAC10_HF_08","ACESAC","HF",NA,68,0,15,8,"CS0",NA
"ACESAC10_HF_09","ACESAC","HF",NA,NA,1,15,12,"CL1",NA
"ACESAC10_HF_10","ACESAC","HF",NA,NA,0,20,8,"WS0",NA
"ACESAC10_HF_11","ACESAC","HF",NA,NA,1,15,8,"CS1",NA
"ACESAC10_SH_01","ACESAC","SH",31,24,1,20,12,"WL1",7
"ACESAC10_SH_02","ACESAC","SH",29,29,0,20,8,"WS0",0
"ACESAC10_SH_03","ACESAC","SH",NA,44,1,15,8,"CS1",NA
"ACESAC10_SH_04","ACESAC","SH",NA,NA,2,15,12,"CL2",NA
"ACESAC10_SH_05","ACESAC","SH",75,68,0,15,8,"CS0",7
"ACESAC10_SH_06","ACESAC","SH",27,27,2,20,12,"WL2",0
"ACESAC10_SH_07","ACESAC","SH",NA,NA,0,20,12,"WL0",NA
"ACESAC10_SH_08","ACESAC","SH",61,54,0,15,12,"CL0",7
"ACESAC10_SH_09","ACESAC","SH",41,31,2,20,8,"WS2",10
"ACESAC10_SH_10","ACESAC","SH",NA,37,1,15,12,"CL1",NA
"ACESAC10_SH_11","ACESAC","SH",NA,44,2,15,8,"CS2",NA
"ACESAC99_HF_01","ACESAC","HF",NA,44,2,15,8,"CS2",NA
"ACESAC99_HF_02","ACESAC","HF",68,68,0,20,8,"WS0",0
"ACESAC99_HF_03","ACESAC","HF",NA,NA,2,20,12,"WL2",NA
"ACESAC99_HF_04","ACESAC","HF",38,31,1,20,12,"WL1",7
"ACESAC99_HF_05","ACESAC","HF",50,37,2,15,12,"CL2",13
"ACESAC99_HF_06","ACESAC","HF",82,68,0,15,8,"CS0",14
"ACESAC99_HF_08","ACESAC","HF",NA,NA,2,20,8,"WS2",NA
"ACESAC99_HF_09","ACESAC","HF",61,54,0,15,12,"CL0",7
"ACESAC99_HF_10","ACESAC","HF",43,37,1,15,12,"CL1",6
"ACESAC99_HF_11","ACESAC","HF",NA,23,1,15,8,"CS1",NA
"ACESAC99_HF_12","ACESAC","HF",47,39,0,20,12,"WL0",8
"ACESAC99_SH_01","ACESAC","SH",53,39,0,20,12,"WL0",14
"ACESAC99_SH_02","ACESAC","SH",43,43,0,15,12,"CL0",0
"ACESAC99_SH_03","ACESAC","SH",38,31,1,20,12,"WL1",7
"ACESAC99_SH_04","ACESAC","SH",36,36,2,20,12,"WL2",0
"ACESAC99_SH_05","ACESAC","SH",50,37,2,15,12,"CL2",13
"ACESAC99_SH_06","ACESAC","SH",51,37,1,15,12,"CL1",14
"ACESAC99_SH_07","ACESAC","SH",NA,44,2,15,8,"CS2",NA
"ACESAC99_SH_08","ACESAC","SH",50,41,2,20,8,"WS2",9
"ACESAC99_SH_09","ACESAC","SH",68,56,0,20,8,"WS0",12
"ACESAC99_SH_10","ACESAC","SH",52,44,1,15,8,"CS1",8
"ACESAC99_SH_12","ACESAC","SH",NA,82,0,15,8,"CS0",NA
"BETALL01_SH_01","BETALL","SH",NA,NA,2,15,8,"CS2",NA
"BETALL01_SH_02","BETALL","SH",17,13,1,15,12,"CL1",4
"BETALL01_SH_03","BETALL","SH",50,24,2,20,8,"WS2",26
"BETALL01_SH_04","BETALL","SH",38,13,1,20,12,"WL1",25
"BETALL01_SH_05","BETALL","SH",68,39,0,15,8,"CS0",29
"BETALL01_SH_06","BETALL","SH",NA,NA,2,15,12,"CL2",NA
"BETALL01_SH_07","BETALL","SH",29,29,0,15,12,"CL0",0
"BETALL01_SH_09","BETALL","SH",30,9,1,15,8,"CS1",21
"BETALL01_SH_10","BETALL","SH",56,34,0,20,8,"WS0",22
"BETALL01_SH_11","BETALL","SH",27,14,2,20,12,"WL2",13
"BETALL01_SH_12","BETALL","SH",26,26,0,20,12,"WL0",0
"BETALL02_SH_01","BETALL","SH",39,26,0,20,12,"WL0",13
"BETALL02_SH_02","BETALL","SH",52,23,2,15,8,"CS2",29
"BETALL02_SH_04","BETALL","SH",17,13,1,20,12,"WL1",4
"BETALL02_SH_05","BETALL","SH",48,32,0,15,12,"CL0",16
"BETALL02_SH_06","BETALL","SH",56,34,0,20,8,"WS0",22
"BETALL02_SH_07","BETALL","SH",30,17,1,15,12,"CL1",13
"BETALL02_SH_08","BETALL","SH",52,23,1,15,8,"CS1",29
"BETALL02_SH_09","BETALL","SH",68,47,0,15,8,"CS0",21
"BETALL02_SH_10","BETALL","SH",14,14,2,20,12,"WL2",0
"BETALL02_SH_11","BETALL","SH",43,16,2,15,12,"CL2",27
"BETALL02_SH_12","BETALL","SH",31,24,2,20,8,"WS2",7
"BETALL03_SH_02","BETALL","SH",26,26,0,20,12,"WL0",0
"BETALL03_SH_03","BETALL","SH",17,13,1,20,12,"WL1",4
"BETALL03_SH_04","BETALL","SH",44,15,1,15,8,"CS1",29
"BETALL03_SH_05","BETALL","SH",27,27,0,20,8,"WS0",0
"BETALL03_SH_06","BETALL","SH",31,24,2,20,8,"WS2",7
"BETALL03_SH_07","BETALL","SH",40,32,0,15,12,"CL0",8
"BETALL03_SH_08","BETALL","SH",36,14,2,20,12,"WL2",22
"BETALL03_SH_09","BETALL","SH",30,13,1,15,12,"CL1",17
"BETALL03_SH_10","BETALL","SH",30,13,2,15,8,"CS2",17
"BETALL03_SH_11","BETALL","SH",37,16,2,15,12,"CL2",21
"BETALL03_SH_12","BETALL","SH",47,33,0,15,8,"CS0",14
"BETALL08_SH_01","BETALL","SH",30,13,2,15,12,"CL2",17
"BETALL08_SH_02","BETALL","SH",30,9,1,15,8,"CS1",21
"BETALL08_SH_03","BETALL","SH",42,33,0,15,8,"CS0",9
"BETALL08_SH_04","BETALL","SH",24,8,1,20,12,"WL1",16
"BETALL08_SH_05","BETALL","SH",26,18,0,20,12,"WL0",8
"BETALL08_SH_06","BETALL","SH",24,13,2,20,8,"WS2",11
"BETALL08_SH_07","BETALL","SH",17,13,1,15,12,"CL1",4
"BETALL08_SH_08","BETALL","SH",40,32,0,15,12,"CL0",8
"BETALL08_SH_09","BETALL","SH",44,13,2,15,8,"CS2",31
"BETALL08_SH_10","BETALL","SH",34,27,0,20,8,"WS0",7
"BETALL08_SH_11","BETALL","SH",20,20,2,20,12,"WL2",0
"BETALL09_SH_01","BETALL","SH",44,17,2,15,8,"CS2",27
"BETALL09_SH_02","BETALL","SH",40,34,0,20,8,"WS0",6
"BETALL09_SH_03","BETALL","SH",27,14,2,20,12,"WL2",13
"BETALL09_SH_04","BETALL","SH",30,15,1,15,8,"CS1",15
"BETALL09_SH_05","BETALL","SH",22,13,1,15,12,"CL1",9
"BETALL09_SH_06","BETALL","SH",39,29,0,20,12,"WL0",10
"BETALL09_SH_07","BETALL","SH",37,13,2,15,12,"CL2",24
"BETALL09_SH_08","BETALL","SH",68,42,0,15,8,"CS0",26
"BETALL09_SH_09","BETALL","SH",31,24,2,20,8,"WS2",7
"BETALL09_SH_11","BETALL","SH",48,32,0,15,12,"CL0",16
"BETALL09_SH_12","BETALL","SH",24,8,1,20,12,"WL1",16
"BETALL10_HF_01","BETALL","HF",NA,23,1,15,8,"CS1",NA
"BETALL10_HF_02","BETALL","HF",31,24,2,20,8,"WS2",7
"BETALL10_HF_03","BETALL","HF",68,33,0,15,8,"CS0",35
"BETALL10_HF_04","BETALL","HF",26,18,0,20,12,"WL0",8
"BETALL10_HF_05","BETALL","HF",36,14,2,20,12,"WL2",22
"BETALL10_HF_06","BETALL","HF",30,13,1,15,12,"CL1",17
"BETALL10_HF_08","BETALL","HF",38,13,1,20,12,"WL1",25
"BETALL10_HF_09","BETALL","HF",30,17,2,15,8,"CS2",13
"BETALL10_HF_10","BETALL","HF",34,26,0,20,8,"WS0",8
"BETALL10_HF_11","BETALL","HF",40,32,0,15,12,"CL0",8
"BETALL10_HF_12","BETALL","HF",37,23,2,15,12,"CL2",14
"BETALL10_SH_01","BETALL","SH",24,13,2,20,8,"WS2",11
"BETALL10_SH_02","BETALL","SH",29,26,0,20,12,"WL0",3
"BETALL10_SH_03","BETALL","SH",22,13,1,15,12,"CL1",9
"BETALL10_SH_04","BETALL","SH",34,26,0,20,8,"WS0",8
"BETALL10_SH_05","BETALL","SH",47,33,0,15,8,"CS0",14
"BETALL10_SH_07","BETALL","SH",30,13,2,15,8,"CS2",17
"BETALL10_SH_08","BETALL","SH",44,15,1,15,8,"CS1",29
"BETALL10_SH_09","BETALL","SH",27,14,2,20,12,"WL2",13
"BETALL10_SH_10","BETALL","SH",17,8,1,20,12,"WL1",9
"BETALL10_SH_11","BETALL","SH",40,32,0,15,12,"CL0",8
"BETALL10_SH_12","BETALL","SH",23,13,2,15,12,"CL2",10
"BETALL16_HF_01","BETALL","HF",30,17,2,15,8,"CS2",13
"BETALL16_HF_02","BETALL","HF",29,20,0,15,12,"CL0",9
"BETALL16_HF_03","BETALL","HF",27,14,2,20,12,"WL2",13
"BETALL16_HF_04","BETALL","HF",24,13,2,20,8,"WS2",11
"BETALL16_HF_05","BETALL","HF",53,33,0,15,8,"CS0",20
"BETALL16_HF_06","BETALL","HF",26,18,0,20,12,"WL0",8
"BETALL16_HF_07","BETALL","HF",34,26,0,20,8,"WS0",8
"BETALL16_HF_08","BETALL","HF",22,13,1,15,12,"CL1",9
"BETALL16_HF_09","BETALL","HF",30,15,1,15,8,"CS1",15
"BETALL16_HF_10","BETALL","HF",24,13,1,20,12,"WL1",11
"BETALL16_HF_11","BETALL","HF",30,13,2,15,12,"CL2",17
"BETALL17_HF_01","BETALL","HF",31,24,2,20,8,"WS2",7
"BETALL17_HF_02","BETALL","HF",24,13,1,20,12,"WL1",11
"BETALL17_HF_03","BETALL","HF",NA,NA,0,20,12,"WL0",NA
"BETALL17_HF_04","BETALL","HF",30,17,1,15,12,"CL1",13
"BETALL17_HF_05","BETALL","HF",30,23,2,15,12,"CL2",7
"BETALL17_HF_06","BETALL","HF",27,27,2,20,12,"WL2",0
"BETALL17_HF_07","BETALL","HF",34,34,0,15,12,"CL0",0
"BETALL17_HF_08","BETALL","HF",44,23,2,15,8,"CS2",21
"BETALL17_HF_10","BETALL","HF",34,27,0,20,8,"WS0",7
"BETALL17_HF_11","BETALL","HF",68,39,0,15,8,"CS0",29
"BETALL17_HF_12","BETALL","HF",44,23,1,15,8,"CS1",21
"BETALL18_HF_01","BETALL","HF",39,21,0,15,8,"CS0",18
"BETALL18_HF_02","BETALL","HF",NA,NA,2,20,12,"WL2",NA
"BETALL18_HF_03","BETALL","HF",27,27,0,20,8,"WS0",0
"BETALL18_HF_04","BETALL","HF",26,18,0,20,12,"WL0",8
"BETALL18_HF_05","BETALL","HF",38,8,1,20,12,"WL1",30
"BETALL18_HF_06","BETALL","HF",NA,NA,2,15,12,"CL2",NA
"BETALL18_HF_07","BETALL","HF",32,20,0,15,12,"CL0",12
"BETALL18_HF_08","BETALL","HF",NA,17,2,15,8,"CS2",NA
"BETALL18_HF_09","BETALL","HF",41,24,2,20,8,"WS2",17
"BETALL18_HF_11","BETALL","HF",30,15,1,15,8,"CS1",15
"BETALL18_HF_12","BETALL","HF",37,13,1,15,12,"CL1",24
"BETALL19_HF_01","BETALL","HF",29,20,0,15,12,"CL0",9
"BETALL19_HF_02","BETALL","HF",44,15,1,15,8,"CS1",29
"BETALL19_HF_03","BETALL","HF",31,8,1,20,12,"WL1",23
"BETALL19_HF_04","BETALL","HF",27,14,2,20,12,"WL2",13
"BETALL19_HF_05","BETALL","HF",37,13,1,15,12,"CL1",24
"BETALL19_HF_06","BETALL","HF",27,18,0,20,8,"WS0",9
"BETALL19_HF_07","BETALL","HF",31,13,2,20,8,"WS2",18
"BETALL19_HF_09","BETALL","HF",26,18,0,20,12,"WL0",8
"BETALL19_HF_10","BETALL","HF",30,13,2,15,12,"CL2",17
"BETALL19_HF_11","BETALL","HF",30,13,2,15,8,"CS2",17
"BETALL19_HF_12","BETALL","HF",42,33,0,15,8,"CS0",9
"BETALL20_HF_01","BETALL","HF",17,13,1,20,12,"WL1",4
"BETALL20_HF_02","BETALL","HF",30,13,1,15,12,"CL1",17
"BETALL20_HF_03","BETALL","HF",26,26,0,20,12,"WL0",0
"BETALL20_HF_04","BETALL","HF",27,14,2,20,12,"WL2",13
"BETALL20_HF_05","BETALL","HF",68,33,0,15,8,"CS0",35
"BETALL20_HF_06","BETALL","HF",30,13,2,15,12,"CL2",17
"BETALL20_HF_07","BETALL","HF",30,17,2,15,8,"CS2",13
"BETALL20_HF_09","BETALL","HF",40,29,0,15,12,"CL0",11
"BETALL20_HF_10","BETALL","HF",34,26,0,20,8,"WS0",8
"BETALL20_HF_11","BETALL","HF",31,24,2,20,8,"WS2",7
"BETALL20_HF_12","BETALL","HF",44,15,1,15,8,"CS1",29
"BETPAP04_SH_01","BETPAP","SH",68,21,0,15,8,"CS0",47
"BETPAP04_SH_02","BETPAP","SH",30,13,1,15,12,"CL1",17
"BETPAP04_SH_03","BETPAP","SH",34,32,0,15,12,"CL0",2
"BETPAP04_SH_04","BETPAP","SH",17,13,1,20,12,"WL1",4
"BETPAP04_SH_05","BETPAP","SH",27,14,2,20,12,"WL2",13
"BETPAP04_SH_06","BETPAP","SH",44,9,1,15,8,"CS1",35
"BETPAP04_SH_07","BETPAP","SH",30,17,2,15,8,"CS2",13
"BETPAP04_SH_08","BETPAP","SH",37,23,2,15,12,"CL2",14
"BETPAP04_SH_09","BETPAP","SH",31,13,2,20,8,"WS2",18
"BETPAP04_SH_10","BETPAP","SH",34,18,0,20,8,"WS0",16
"BETPAP04_SH_12","BETPAP","SH",26,18,0,20,12,"WL0",8
"BETPAP06_HF_01","BETPAP","HF",23,15,1,15,8,"CS1",8
"BETPAP06_HF_02","BETPAP","HF",30,17,2,15,8,"CS2",13
"BETPAP06_HF_03","BETPAP","HF",29,20,0,15,12,"CL0",9
"BETPAP06_HF_04","BETPAP","HF",13,8,1,20,12,"WL1",5
"BETPAP06_HF_05","BETPAP","HF",13,8,1,15,12,"CL1",5
"BETPAP06_HF_07","BETPAP","HF",33,21,0,15,8,"CS0",12
"BETPAP06_HF_08","BETPAP","HF",23,13,2,15,12,"CL2",10
"BETPAP06_HF_09","BETPAP","HF",27,18,0,20,8,"WS0",9
"BETPAP06_HF_10","BETPAP","HF",24,13,2,20,8,"WS2",11
"BETPAP06_HF_11","BETPAP","HF",26,13,0,20,12,"WL0",13
"BETPAP06_HF_12","BETPAP","HF",36,14,2,20,12,"WL2",22
"BETPAP06_SH_01","BETPAP","SH",NA,NA,2,20,12,"WL2",NA
"BETPAP06_SH_02","BETPAP","SH",NA,NA,2,20,8,"WS2",NA
"BETPAP06_SH_03","BETPAP","SH",26,13,0,20,12,"WL0",13
"BETPAP06_SH_04","BETPAP","SH",53,21,0,15,8,"CS0",32
"BETPAP06_SH_05","BETPAP","SH",26,26,0,20,8,"WS0",0
"BETPAP06_SH_06","BETPAP","SH",68,29,0,15,12,"CL0",39
"BETPAP06_SH_07","BETPAP","SH",30,13,2,15,12,"CL2",17
"BETPAP06_SH_08","BETPAP","SH",30,17,2,15,8,"CS2",13
"BETPAP06_SH_09","BETPAP","SH",30,15,1,15,8,"CS1",15
"BETPAP06_SH_10","BETPAP","SH",30,13,1,15,12,"CL1",17
"BETPAP06_SH_11","BETPAP","SH",38,13,1,20,12,"WL1",25
"BETPAP07_HF_01","BETPAP","HF",27,27,2,20,12,"WL2",0
"BETPAP07_HF_02","BETPAP","HF",34,18,0,20,8,"WS0",16
"BETPAP07_HF_03","BETPAP","HF",33,21,0,15,8,"CS0",12
"BETPAP07_HF_04","BETPAP","HF",13,8,1,15,12,"CL1",5
"BETPAP07_HF_05","BETPAP","HF",30,13,2,15,12,"CL2",17
"BETPAP07_HF_07","BETPAP","HF",17,13,2,15,8,"CS2",4
"BETPAP07_HF_08","BETPAP","HF",29,13,0,20,12,"WL0",16
"BETPAP07_HF_09","BETPAP","HF",15,9,1,15,8,"CS1",6
"BETPAP07_HF_10","BETPAP","HF",24,13,2,20,8,"WS2",11
"BETPAP07_HF_11","BETPAP","HF",32,20,0,15,12,"CL0",12
"BETPAP07_HF_12","BETPAP","HF",8,8,1,20,12,"WL1",0
"BETPAP07_SH_01","BETPAP","SH",43,22,1,15,12,"CL1",21
"BETPAP07_SH_02","BETPAP","SH",44,13,2,15,8,"CS2",31
"BETPAP07_SH_03","BETPAP","SH",26,18,0,20,12,"WL0",8
"BETPAP07_SH_04","BETPAP","SH",52,15,1,15,8,"CS1",37
"BETPAP07_SH_05","BETPAP","SH",31,13,1,20,12,"WL1",18
"BETPAP07_SH_06","BETPAP","SH",42,33,0,15,8,"CS0",9
"BETPAP07_SH_08","BETPAP","SH",43,16,2,15,12,"CL2",27
"BETPAP07_SH_09","BETPAP","SH",NA,NA,2,20,12,"WL2",NA
"BETPAP07_SH_10","BETPAP","SH",31,13,2,20,8,"WS2",18
"BETPAP07_SH_11","BETPAP","SH",34,27,0,20,8,"WS0",7
"BETPAP07_SH_12","BETPAP","SH",40,32,0,15,12,"CL0",8
"BETPAP08_SH_01","BETPAP","SH",68,33,0,15,8,"CS0",35
"BETPAP08_SH_02","BETPAP","SH",44,15,1,15,8,"CS1",29
"BETPAP08_SH_03","BETPAP","SH",56,27,0,20,8,"WS0",29
"BETPAP08_SH_04","BETPAP","SH",31,13,2,20,8,"WS2",18
"BETPAP08_SH_05","BETPAP","SH",NA,NA,0,20,12,"WL0",NA
"BETPAP08_SH_07","BETPAP","SH",48,34,0,15,12,"CL0",14
"BETPAP08_SH_08","BETPAP","SH",14,14,2,20,12,"WL2",0
"BETPAP08_SH_09","BETPAP","SH",22,17,1,15,12,"CL1",5
"BETPAP08_SH_10","BETPAP","SH",52,23,2,15,8,"CS2",29
"BETPAP08_SH_11","BETPAP","SH",37,23,2,15,12,"CL2",14
"BETPAP08_SH_12","BETPAP","SH",31,13,1,20,12,"WL1",18
"BETPAP09_HF_01","BETPAP","HF",NA,NA,1,15,12,"CL1",NA
"BETPAP09_HF_02","BETPAP","HF",39,21,0,15,8,"CS0",18
"BETPAP09_HF_03","BETPAP","HF",37,13,2,15,12,"CL2",24
"BETPAP09_HF_04","BETPAP","HF",24,13,2,20,8,"WS2",11
"BETPAP09_HF_05","BETPAP","HF",36,14,2,20,12,"WL2",22
"BETPAP09_HF_06","BETPAP","HF",23,9,1,15,8,"CS1",14
"BETPAP09_HF_08","BETPAP","HF",13,8,1,20,12,"WL1",5
"BETPAP09_HF_09","BETPAP","HF",30,13,2,15,8,"CS2",17
"BETPAP09_HF_10","BETPAP","HF",26,13,0,20,12,"WL0",13
"BETPAP09_HF_11","BETPAP","HF",27,18,0,20,8,"WS0",9
"BETPAP09_HF_12","BETPAP","HF",32,20,0,15,12,"CL0",12
"BETPAP09_SH_01","BETPAP","SH",30,16,2,15,12,"CL2",14
"BETPAP09_SH_02","BETPAP","SH",26,18,0,20,12,"WL0",8
"BETPAP09_SH_03","BETPAP","SH",34,20,0,15,12,"CL0",14
"BETPAP09_SH_04","BETPAP","SH",44,13,2,15,8,"CS2",31
"BETPAP09_SH_05","BETPAP","SH",44,15,1,15,8,"CS1",29
"BETPAP09_SH_06","BETPAP","SH",22,13,1,15,12,"CL1",9
"BETPAP09_SH_07","BETPAP","SH",27,14,2,20,12,"WL2",13
"BETPAP09_SH_08","BETPAP","SH",34,18,0,20,8,"WS0",16
"BETPAP09_SH_09","BETPAP","SH",17,13,1,20,12,"WL1",4
"BETPAP09_SH_10","BETPAP","SH",68,33,0,15,8,"CS0",35
"BETPAP09_SH_11","BETPAP","SH",24,13,2,20,8,"WS2",11
"BETPAP10_SH_01","BETPAP","SH",NA,29,0,20,8,"WS0",NA
"BETPAP10_SH_02","BETPAP","SH",40,20,0,15,12,"CL0",20
"BETPAP10_SH_03","BETPAP","SH",53,21,0,15,8,"CS0",32
"BETPAP10_SH_04","BETPAP","SH",30,16,2,15,12,"CL2",14
"BETPAP10_SH_06","BETPAP","SH",44,13,2,15,8,"CS2",31
"BETPAP10_SH_07","BETPAP","SH",20,14,2,20,12,"WL2",6
"BETPAP10_SH_08","BETPAP","SH",26,13,0,20,12,"WL0",13
"BETPAP10_SH_09","BETPAP","SH",30,15,1,15,8,"CS1",15
"BETPAP10_SH_10","BETPAP","SH",24,13,2,20,8,"WS2",11
"BETPAP10_SH_11","BETPAP","SH",13,13,1,20,12,"WL1",0
"BETPAP10_SH_12","BETPAP","SH",30,13,1,15,12,"CL1",17
"BETPAP13_HF_01","BETPAP","HF",26,18,0,20,8,"WS0",8
"BETPAP13_HF_02","BETPAP","HF",44,15,1,15,8,"CS1",29
"BETPAP13_HF_03","BETPAP","HF",47,21,0,15,8,"CS0",26
"BETPAP13_HF_04","BETPAP","HF",44,23,2,15,8,"CS2",21
"BETPAP13_HF_05","BETPAP","HF",24,13,1,20,12,"WL1",11
"BETPAP13_HF_06","BETPAP","HF",61,20,0,15,12,"CL0",41
"BETPAP13_HF_07","BETPAP","HF",23,16,2,15,12,"CL2",7
"BETPAP13_HF_09","BETPAP","HF",27,14,2,20,12,"WL2",13
"BETPAP13_HF_10","BETPAP","HF",33,26,0,20,12,"WL0",7
"BETPAP13_HF_11","BETPAP","HF",NA,50,2,20,8,"WS2",NA
"BETPAP13_HF_12","BETPAP","HF",30,13,1,15,12,"CL1",17
"BETPAP14_HF_01","BETPAP","HF",22,13,1,15,12,"CL1",9
"BETPAP14_HF_02","BETPAP","HF",26,18,0,20,12,"WL0",8
"BETPAP14_HF_03","BETPAP","HF",27,18,0,20,8,"WS0",9
"BETPAP14_HF_05","BETPAP","HF",52,15,1,15,8,"CS1",37
"BETPAP14_HF_06","BETPAP","HF",NA,NA,2,20,12,"WL2",NA
"BETPAP14_HF_07","BETPAP","HF",39,21,0,15,8,"CS0",18
"BETPAP14_HF_08","BETPAP","HF",NA,NA,2,20,8,"WS2",NA
"BETPAP14_HF_09","BETPAP","HF",32,20,0,15,12,"CL0",12
"BETPAP14_HF_10","BETPAP","HF",NA,NA,2,15,8,"CS2",NA
"BETPAP14_HF_11","BETPAP","HF",24,13,1,20,12,"WL1",11
"BETPAP14_HF_12","BETPAP","HF",30,16,2,15,12,"CL2",14
"BETPAP15_HF_01","BETPAP","HF",30,13,2,15,8,"CS2",17
"BETPAP15_HF_02","BETPAP","HF",NA,NA,1,20,12,"WL1",NA
"BETPAP15_HF_03","BETPAP","HF",29,27,0,20,8,"WS0",2
"BETPAP15_HF_04","BETPAP","HF",29,26,0,20,12,"WL0",3
"BETPAP15_HF_06","BETPAP","HF",52,23,1,15,8,"CS1",29
"BETPAP15_HF_07","BETPAP","HF",47,33,0,15,8,"CS0",14
"BETPAP15_HF_08","BETPAP","HF",14,14,2,20,12,"WL2",0
"BETPAP15_HF_09","BETPAP","HF",31,13,2,20,8,"WS2",18
"BETPAP15_HF_10","BETPAP","HF",32,32,0,15,12,"CL0",0
"BETPAP15_HF_11","BETPAP","HF",23,13,2,15,12,"CL2",10
"BETPAP15_HF_12","BETPAP","HF",30,13,1,15,12,"CL1",17
"FAGGRA02_SH_01","FAGGRA","SH",47,42,0,20,12,"WL0",5
"FAGGRA02_SH_02","FAGGRA","SH",NA,12,0,20,8,"WS0",NA
"FAGGRA02_SH_03","FAGGRA","SH",54,43,0,15,12,"CL0",11
"FAGGRA02_SH_04","FAGGRA","SH",NA,82,0,15,8,"CS0",NA
"FAGGRA02_SH_06","FAGGRA","SH",NA,44,1,15,8,"CS1",NA
"FAGGRA02_SH_07","FAGGRA","SH",31,24,1,20,12,"WL1",7
"FAGGRA02_SH_08","FAGGRA","SH",NA,50,2,20,8,"WS2",NA
"FAGGRA02_SH_09","FAGGRA","SH",NA,44,2,15,8,"CS2",NA
"FAGGRA02_SH_10","FAGGRA","SH",NA,37,1,15,12,"CL1",NA
"FAGGRA02_SH_11","FAGGRA","SH",43,30,2,15,12,"CL2",13
"FAGGRA02_SH_12","FAGGRA","SH",36,27,2,20,12,"WL2",9
"FAGGRA03_HF_01","FAGGRA","HF",45,38,1,20,12,"WL1",7
"FAGGRA03_HF_02","FAGGRA","HF",NA,NA,2,20,8,"WS2",NA
"FAGGRA03_HF_03","FAGGRA","HF",NA,82,0,15,8,"CS0",NA
"FAGGRA03_HF_04","FAGGRA","HF",NA,NA,0,15,12,"CL0",NA
"FAGGRA03_HF_06","FAGGRA","HF",NA,52,2,15,8,"CS2",NA
"FAGGRA03_HF_07","FAGGRA","HF",51,43,1,15,12,"CL1",8
"FAGGRA03_HF_08","FAGGRA","HF",NA,NA,0,20,12,"WL0",NA
"FAGGRA03_HF_09","FAGGRA","HF",NA,NA,1,15,8,"CS1",NA
"FAGGRA03_HF_10","FAGGRA","HF",NA,43,2,15,12,"CL2",NA
"FAGGRA03_HF_11","FAGGRA","HF",NA,NA,0,20,8,"WS0",NA
"FAGGRA03_HF_12","FAGGRA","HF",NA,36,2,20,12,"WL2",NA
"FAGGRA04_SH_02","FAGGRA","SH",29,29,0,20,8,"WS0",0
"FAGGRA04_SH_03","FAGGRA","SH",NA,56,2,20,8,"WS2",NA
"FAGGRA04_SH_04","FAGGRA","SH",NA,68,0,15,8,"CS0",NA
"FAGGRA04_SH_05","FAGGRA","SH",61,43,0,15,12,"CL0",18
"FAGGRA04_SH_06","FAGGRA","SH",NA,NA,1,15,8,"CS1",NA
"FAGGRA04_SH_07","FAGGRA","SH",NA,27,2,20,12,"WL2",NA
"FAGGRA04_SH_08","FAGGRA","SH",50,30,2,15,12,"CL2",20
"FAGGRA04_SH_09","FAGGRA","SH",NA,NA,0,20,12,"WL0",NA
"FAGGRA04_SH_10","FAGGRA","SH",43,37,1,15,12,"CL1",6
"FAGGRA04_SH_11","FAGGRA","SH",NA,30,2,15,8,"CS2",NA
"FAGGRA04_SH_12","FAGGRA","SH",45,45,1,20,12,"WL1",0
"FAGGRA05_SH_01","FAGGRA","SH",61,48,0,15,12,"CL0",13
"FAGGRA05_SH_02","FAGGRA","SH",NA,44,2,15,8,"CS2",NA
"FAGGRA05_SH_03","FAGGRA","SH",45,45,1,20,12,"WL1",0
"FAGGRA05_SH_04","FAGGRA","SH",NA,NA,0,20,8,"WS0",NA
"FAGGRA05_SH_05","FAGGRA","SH",NA,14,2,20,12,"WL2",NA
"FAGGRA05_SH_06","FAGGRA","SH",NA,NA,2,20,8,"WS2",NA
"FAGGRA05_SH_07","FAGGRA","SH",NA,NA,1,15,8,"CS1",NA
"FAGGRA05_SH_08","FAGGRA","SH",NA,43,2,15,12,"CL2",NA
"FAGGRA05_SH_10","FAGGRA","SH",NA,82,0,15,8,"CS0",NA
"FAGGRA05_SH_11","FAGGRA","SH",NA,57,1,15,12,"CL1",NA
"FAGGRA05_SH_12","FAGGRA","SH",NA,47,0,20,12,"WL0",NA
"FAGGRA06_SH_01","FAGGRA","SH",NA,NA,2,20,8,"WS2",NA
"FAGGRA06_SH_02","FAGGRA","SH",NA,52,1,15,8,"CS1",NA
"FAGGRA06_SH_03","FAGGRA","SH",36,27,2,20,12,"WL2",9
"FAGGRA06_SH_04","FAGGRA","SH",61,54,0,15,12,"CL0",7
"FAGGRA06_SH_05","FAGGRA","SH",53,39,0,20,12,"WL0",14
"FAGGRA06_SH_06","FAGGRA","SH",68,68,0,20,8,"WS0",0
"FAGGRA06_SH_07","FAGGRA","SH",NA,52,2,15,8,"CS2",NA
"FAGGRA06_SH_09","FAGGRA","SH",43,37,1,15,12,"CL1",6
